,id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,yr_built,yr_renovated,zipcode
23,8091400200,252700.0,2,1.5,1070,9643,1.0,0,0,3,3,0.0,1985,0.0,98030
24,3814700200,329000.0,3,2.25,2450,6500,2.0,0,0,2,4,0.0,1985,0.0,98030
25,1202000200,233000.0,3,2.0,1710,4697,2.0,0,0,4,2,0.0,1941,0.0,98002
26,1794500383,937000.0,3,1.75,2450,2691,2.0,0,0,3,4,700.0,1915,0.0,98119
27,3303700376,667000.0,3,1.0,1400,1581,2.0,0,0,4,4,0.0,1909,0.0,98112
28,5101402488,438000.0,3,1.75,1520,6380,1.0,0,0,3,3,730.0,1948,0.0,98115
29,1873100390,719000.0,4,2.5,2570,7173,2.0,0,0,3,4,0.0,2005,0.0,98052
30,8562750320,580500.0,3,2.5,2320,3980,2.0,0,0,3,4,0.0,2003,0.0,98027
31,2426039314,280000.0,2,1.5,1190,1265,3.0,0,0,3,3,0.0,2005,0.0,98133
32,461000390,687500.0,4,1.75,2330,5000,2.0,0,0,2,3,820.0,1929,0.0,98117
33,7589200193,535000.0,3,1.0,1090,3000,2.0,0,0,2,4,0.0,1929,0.0,98117
34,7955080270,322500.0,4,2.75,2060,6659,1.0,0,0,3,3,780.0,1981,0.0,98058
35,9547205180,696000.0,3,2.5,2300,3060,2.0,0,0,3,4,790.0,1930,2002.0,98115
36,9435300030,550000.0,4,1.0,1660,34848,1.0,0,0,0,1,730.0,1933,0.0,98052
37,2768000400,640000.0,4,2.0,2360,6000,2.0,0,0,2,4,0.0,1904,0.0,98107
38,7895500070,240000.0,4,1.0,1220,8075,1.0,0,0,1,3,330.0,1969,0.0,98001
39,2078500320,605000.0,4,2.5,2620,7553,2.0,0,0,3,4,0.0,1996,0.0,98056
40,5547700270,625000.0,4,2.5,2570,5520,2.0,0,0,3,5,0.0,2000,0.0,98074
41,7766200013,775000.0,4,2.25,4220,24186,1.0,0,0,3,4,1620.0,1984,0.0,98166
42,7203220400,861990.0,5,2.75,3595,5639,2.0,0,0,3,5,0.0,2014,0.0,98053
43,9270200160,685000.0,3,1.0,1570,2280,2.0,0,0,3,3,0.0,1922,0.0,98119
44,1432701230,309000.0,3,1.0,1280,9656,1.0,0,0,2,2,360.0,1959,0.0,98058
45,8035350320,488000.0,3,2.5,3160,13603,2.0,0,0,3,4,0.0,2003,0.0,98019
46,8945200830,210490.0,3,1.0,990,8528,1.0,0,0,3,2,0.0,1966,0.0,98023
47,4178300310,785000.0,4,2.5,2290,13416,2.0,0,0,2,5,0.0,1981,0.0,98007
48,9215400105,450000.0,3,1.75,1250,5963,1.0,0,0,2,3,0.0,1953,0.0,98115
49,822039084,1350000.0,3,2.5,2753,65005,1.0,1,1,4,5,588.0,1953,0.0,98070
50,5245600105,228000.0,3,1.0,1190,9199,1.0,0,0,3,3,0.0,1955,0.0,98148
51,7231300125,345000.0,5,2.5,3150,9134,1.0,0,0,2,4,1510.0,1966,0.0,98056
52,7518505990,600000.0,3,1.75,1410,4080,1.0,0,0,2,3,410.0,1950,0.0,98117
53,3626039271,585000.0,2,1.75,1980,8550,1.0,0,0,3,3,990.0,1981,0.0,98117
54,4217401195,920000.0,5,2.25,2730,6000,2.0,0,0,3,4,600.0,1927,0.0,98105
55,9822700295,885000.0,4,2.5,2830,5000,2.0,0,0,3,5,0.0,1995,0.0,98105
56,9478500640,292500.0,4,2.5,2250,4495,2.0,0,0,3,3,0.0,2008,0.0,98042
57,2799800710,301000.0,3,2.5,2420,4750,2.0,0,0,3,4,0.0,2003,0.0,98042
58,7922800400,951000.0,5,3.25,3250,14342,2.0,0,4,2,4,0.0,1968,0.0,98008
59,8079040320,430000.0,4,3.0,1850,9976,2.0,0,0,3,4,0.0,1991,0.0,98059
60,1516000055,650000.0,3,2.25,2150,21235,1.0,0,3,2,4,560.0,1959,0.0,98166
61,9558200045,289000.0,3,1.75,1260,8400,1.0,0,0,3,3,0.0,1954,0.0,98148
62,5072410070,505000.0,3,1.75,2519,8690,2.0,0,0,4,4,0.0,1973,0.0,98166
63,9528102996,549000.0,3,1.75,1540,1044,3.0,0,0,3,4,0.0,2014,0.0,98115
64,1189001180,425000.0,3,2.25,1660,6000,1.0,0,0,3,3,550.0,1979,0.0,98122
65,3253500160,317625.0,3,2.75,2770,3809,2.0,0,0,4,3,1000.0,1925,0.0,98144
66,3394100030,975000.0,4,2.5,2720,11049,2.0,0,0,3,6,0.0,1989,0.0,98004
67,3717000160,287000.0,4,2.5,2240,4648,2.0,0,0,3,3,0.0,2005,0.0,98001
68,1274500060,204000.0,3,1.0,1000,12070,1.0,0,0,2,3,0.0,1968,0.0,98042
69,1802000060,1330000.0,5,2.25,3200,20158,1.0,0,0,3,4,1600.0,1965,0.0,98004
70,1525059190,1040000.0,5,3.25,4770,50094,1.0,0,0,2,7,1700.0,1973,0.0,98005
71,1049000060,325000.0,3,2.0,1260,5612,1.0,0,0,2,3,0.0,1972,0.0,98034
72,8820901275,571000.0,4,2.0,2750,7807,2.0,0,0,4,3,500.0,1916,0.0,98125
73,5416510140,360000.0,4,2.5,2380,5000,2.0,0,0,3,4,0.0,2005,0.0,98038
74,3444100400,349000.0,3,1.75,1790,50529,1.0,0,0,4,3,700.0,1965,0.0,98042
75,3276920270,832500.0,4,4.0,3430,35102,2.0,0,0,2,6,1040.0,1986,0.0,98075
76,4036801170,380000.0,4,1.75,1760,7300,1.0,0,0,3,3,880.0,1956,0.0,98008
77,2391600320,480000.0,3,1.0,1040,5060,1.0,0,0,3,3,0.0,1941,0.0,98116
78,6300000287,410000.0,3,1.0,1410,5060,1.0,0,0,2,3,500.0,1956,0.0,98133
79,1531000030,720000.0,4,2.5,3450,39683,2.0,0,0,3,6,0.0,2002,0.0,98010
80,5104520400,390000.0,3,2.5,2350,5100,2.0,0,0,3,4,0.0,2003,0.0,98038
81,7437100340,360000.0,4,2.5,1900,5889,2.0,0,0,3,3,0.0,1992,0.0,98038
82,9418400240,355000.0,2,1.0,2020,6720,1.0,0,0,3,3,1010.0,1948,0.0,98118
83,1523059105,356000.0,3,1.5,1680,8712,1.0,0,0,3,4,0.0,1964,0.0,98059
84,1133000671,315000.0,3,1.0,960,6634,1.0,0,0,3,2,0.0,1952,0.0,98125
85,4232902595,940000.0,3,1.5,2140,3600,2.0,0,0,3,5,240.0,1925,0.0,98119
86,2599001200,305000.0,5,2.25,2660,8400,2.0,0,0,4,3,0.0,1961,0.0,98092
87,3342103156,461000.0,3,3.25,2770,6278,2.0,0,0,3,5,790.0,2006,0.0,98056
88,1332700270,215000.0,2,2.25,1610,2040,2.0,0,0,2,3,0.0,1979,0.0,98056
89,3869900162,335000.0,2,1.75,1030,1066,2.0,0,0,3,3,265.0,2006,0.0,98136
90,2791500270,243500.0,4,2.5,1980,7403,2.0,0,0,3,3,0.0,1988,0.0,98023
91,5036300431,1100000.0,5,2.75,3520,6353,2.0,0,0,2,6,0.0,2001,0.0,98199
92,4168000060,153000.0,3,1.0,1200,10500,1.0,0,0,3,3,0.0,1962,0.0,98023
93,6021501535,430000.0,3,1.5,1580,5000,1.0,0,0,3,4,290.0,1939,0.0,98117
94,6021501535,700000.0,3,1.5,1580,5000,1.0,0,0,3,4,290.0,1939,0.0,98117
95,1483300570,905000.0,4,2.5,3300,10250,1.0,0,0,3,3,910.0,1946,1991.0,98040
96,3422049190,247500.0,3,1.75,1960,15681,1.0,0,0,3,3,0.0,1967,0.0,98032
97,1099611230,199000.0,4,1.5,1160,6400,1.0,0,0,2,3,0.0,1975,0.0,98023
98,722079104,314000.0,3,1.75,1810,41800,1.0,0,0,4,3,600.0,1980,0.0,98038
99,7338200240,437500.0,3,2.5,2320,36847,2.0,0,1,3,5,0.0,1992,0.0,98045
100,1952200240,850830.0,3,2.5,2070,13241,2.0,0,0,4,5,800.0,1910,0.0,98102
101,5200100125,555000.0,3,2.0,1980,3478,2.0,0,0,2,3,540.0,1929,0.0,98117
102,7214720075,699950.0,3,2.25,2190,107593,2.0,0,0,2,4,0.0,1983,0.0,98077
103,2450000295,1090000.0,3,2.5,2920,8113,2.0,0,0,3,4,0.0,1950,2010.0,98004
104,6197800045,290000.0,3,1.0,1210,33919,1.0,0,0,3,3,0.0,1954,0.0,98058
105,1328310370,375000.0,3,2.5,2340,10005,1.0,0,0,2,4,880.0,1978,0.0,98058
106,546000875,460000.0,3,1.0,1670,4005,2.0,0,0,2,3,500.0,1939,0.0,98117
107,3530510041,188500.0,2,1.75,1240,2493,1.0,0,0,2,4,0.0,1985,0.0,98198
108,1853000400,680000.0,4,2.5,3140,28037,2.0,0,0,2,6,0.0,1991,0.0,98077
109,3134100116,470000.0,5,1.75,2030,12342,2.0,0,0,2,3,0.0,1942,0.0,98052
110,9545230140,597750.0,4,2.5,2310,9624,2.0,0,0,3,4,0.0,1984,0.0,98027
111,3362400511,570000.0,3,1.75,1260,3328,1.0,0,0,4,2,560.0,1905,0.0,98103
112,2525310310,272500.0,3,1.75,1540,12600,1.0,0,0,2,3,0.0,1980,0.0,98038
113,6126500060,329950.0,3,1.75,2080,5969,1.0,0,1,3,3,1000.0,1971,0.0,98108
114,8961960160,480000.0,4,2.5,3230,16171,2.0,0,0,3,5,710.0,2001,0.0,98001
115,3626039325,740500.0,3,3.5,4380,6350,2.0,0,0,3,4,0.0,1900,0.0,98117
116,3362400431,518500.0,3,3.5,1590,1102,3.0,0,0,3,4,0.0,2010,0.0,98103
117,4060000240,205425.0,2,1.0,880,6780,1.0,0,0,2,2,0.0,1945,0.0,98178
118,3454800060,171800.0,4,2.0,1570,9600,1.0,0,0,3,2,0.0,1950,0.0,98168
119,1695900060,535000.0,4,1.0,1610,2982,2.0,0,0,2,3,0.0,1925,0.0,98144
120,7278700070,660000.0,3,2.5,2400,6474,1.0,0,1,3,4,840.0,1964,0.0,98177
121,6675500070,391500.0,3,2.0,1450,9132,1.0,0,0,3,3,0.0,1987,0.0,98034
122,3626039187,395000.0,2,1.0,770,6000,1.0,0,0,3,2,0.0,1953,0.0,98117
123,3524049083,445000.0,4,1.75,2100,4400,2.0,0,0,4,3,380.0,1924,0.0,98118
124,3275860240,770000.0,3,2.25,2910,10204,2.0,0,0,3,5,0.0,1990,0.0,98052
125,4389200955,1450000.0,4,2.75,2750,17789,2.0,0,0,3,4,770.0,1914,1992.0,98004
126,4058801670,445000.0,3,2.25,2100,8201,1.0,0,1,3,4,480.0,1967,0.0,98178
127,8732020310,260000.0,4,2.25,2160,8811,1.0,0,0,3,4,800.0,1978,0.0,98023
128,2331300505,822500.0,5,3.5,2320,4960,2.0,0,0,4,3,600.0,1926,0.0,98103
129,7853210060,430000.0,4,2.5,2070,4310,2.0,0,0,3,3,0.0,2004,0.0,98065
130,3668000070,212000.0,3,1.75,1060,7875,1.0,0,0,2,3,0.0,1986,0.0,98092
131,9545240070,660500.0,4,2.25,2010,9603,1.0,0,0,3,4,570.0,1986,0.0,98027
132,1243100136,784000.0,3,3.5,3950,111078,2.0,0,0,3,5,1490.0,1989,0.0,98052
133,8929000270,453246.0,3,2.5,2010,2287,2.0,0,0,3,4,620.0,2014,0.0,98029
134,2767602356,675000.0,4,3.5,2140,2278,3.0,0,0,3,5,0.0,2005,0.0,98107
135,921049315,199000.0,3,1.75,1320,17390,1.0,0,0,2,3,0.0,1956,0.0,98003
136,3655000070,220000.0,4,1.75,2020,7840,1.0,0,0,3,3,1010.0,1968,0.0,98003
137,4027700812,452000.0,4,2.25,2590,10002,1.0,0,0,2,4,1250.0,1968,0.0,98028
138,3992700335,382500.0,2,1.0,1190,4440,1.0,0,0,3,2,0.0,1981,0.0,98125
139,2767603505,519950.0,3,2.25,1170,1249,3.0,0,0,3,4,0.0,2014,0.0,98107
140,4232901525,665000.0,2,1.0,1110,3200,1.0,0,0,3,3,0.0,1925,0.0,98119
141,1777500060,527700.0,5,2.5,2820,9375,1.0,0,0,2,4,1270.0,1968,0.0,98006
142,1432900240,205000.0,3,1.0,1610,8579,1.0,0,0,2,3,600.0,1962,0.0,98058
143,6140100875,420000.0,3,1.0,1060,8097,1.0,0,0,2,3,120.0,1923,0.0,98133
144,6071600370,500000.0,4,2.25,2030,8517,1.0,0,0,2,4,650.0,1961,0.0,98006
145,1526069017,921500.0,4,2.5,3670,315374,2.0,0,0,2,5,0.0,1994,0.0,98077
146,809001525,890000.0,4,1.0,2550,4000,2.0,0,0,3,4,180.0,1905,0.0,98109
147,3224079105,430000.0,2,2.5,2420,60984,2.0,0,0,3,3,0.0,2007,0.0,98027
148,8075400570,258000.0,5,2.0,2260,12500,1.0,0,0,2,4,1130.0,1960,0.0,98032
149,1994200024,511000.0,3,1.0,1430,3455,1.0,0,0,3,3,450.0,1947,0.0,98103
150,3362900810,532170.0,3,2.0,1360,3090,2.0,0,0,3,4,0.0,1990,0.0,98103
151,1324300398,560000.0,3,1.0,1110,5000,2.0,0,0,3,3,0.0,1947,0.0,98107
152,537000445,282950.0,3,1.0,1250,8200,1.0,0,0,2,3,0.0,1954,0.0,98003
153,7855801670,2250000.0,4,3.25,5180,19850,2.0,0,3,3,7,1640.0,2006,0.0,98006
154,7920100045,350000.0,1,1.0,700,5100,1.0,0,0,3,3,0.0,1942,0.0,98115
155,8960000030,215000.0,3,1.0,1180,7669,1.0,0,0,2,3,0.0,1967,0.0,98058
156,6388930390,650000.0,5,3.5,3960,25245,2.0,0,0,3,5,1460.0,1996,0.0,98056
157,8731900200,320000.0,4,2.75,2640,7500,1.0,0,0,3,4,1020.0,1967,0.0,98023
158,8029200135,247000.0,3,2.0,1270,7198,2.0,0,0,3,3,0.0,1916,2013.0,98022
159,1081200350,320000.0,4,1.75,1760,11180,1.0,0,0,2,4,0.0,1968,0.0,98059
160,84000105,255000.0,5,2.25,2060,8632,1.0,0,0,3,3,1030.0,1962,0.0,98146
161,3756500060,438000.0,3,1.75,1780,9660,1.0,0,0,3,3,0.0,1962,0.0,98034
162,7215720160,900000.0,3,2.5,3400,16603,2.0,0,0,3,6,0.0,2000,0.0,98075
163,3574800520,441000.0,3,2.75,1910,7280,1.0,0,0,3,3,750.0,1979,0.0,98034
164,2617300160,420000.0,3,2.0,2020,38332,1.0,0,0,2,3,1010.0,1975,0.0,98027
165,2558660270,370000.0,3,1.75,1580,7000,1.0,0,0,3,3,400.0,1976,0.0,98034
166,2009000370,269950.0,2,1.75,1340,7250,1.0,0,0,4,1,640.0,1949,0.0,98198
167,1836980160,807100.0,4,2.5,2680,4499,2.0,0,0,3,5,0.0,1999,0.0,98006
168,3261020370,653000.0,3,2.5,2680,9750,1.0,0,0,2,4,1070.0,1979,0.0,98034
169,1755700060,371500.0,3,2.0,1370,8336,1.0,0,0,4,3,0.0,1964,0.0,98133
170,4330600435,284000.0,3,1.75,1560,21000,1.0,0,0,3,3,0.0,1954,0.0,98166
171,9542800700,272000.0,3,1.75,2160,7140,1.0,0,0,2,3,490.0,1978,0.0,98023
172,1999700045,313000.0,3,1.5,1340,7912,2.0,0,0,3,3,0.0,1955,0.0,98133
173,1762600070,917500.0,4,2.5,3880,35003,2.0,0,0,3,6,1310.0,1984,0.0,98033
174,1687900520,673000.0,4,2.25,2590,8190,2.0,0,0,2,4,0.0,1980,0.0,98006
175,7234600798,425000.0,3,2.5,1120,1100,2.0,0,0,3,4,300.0,2008,0.0,98122
176,3881900445,399950.0,5,2.75,1970,5400,1.0,0,0,3,3,650.0,1986,0.0,98144
177,2254502445,385000.0,3,1.0,1220,4800,1.0,0,0,3,2,0.0,1901,0.0,98122
178,5437810320,269950.0,3,1.5,1950,7560,1.0,0,1,2,3,630.0,1975,0.0,98022
179,9158100075,330000.0,2,1.0,1350,8220,1.0,0,0,3,3,290.0,1949,0.0,98177
180,3830630310,260000.0,3,2.5,1670,5797,2.0,0,0,3,3,0.0,1988,0.0,98030
181,8123100045,470000.0,4,3.0,2380,5125,2.0,0,0,2,3,700.0,1925,0.0,98126
182,3127200041,589000.0,4,3.0,2440,9600,2.0,0,0,4,3,0.0,1961,0.0,98034
183,6661200320,163500.0,2,1.5,1050,3419,2.0,0,0,3,3,0.0,1996,0.0,98038
184,11510310,835000.0,4,2.75,3130,13412,2.0,0,0,3,5,990.0,1993,0.0,98052
185,825059270,1100000.0,5,3.0,4090,12850,1.0,0,1,2,6,2000.0,1986,0.0,98033
186,8731951370,269000.0,4,1.75,1490,10000,1.0,0,0,2,4,390.0,1969,0.0,98023
187,1954440060,560000.0,3,2.5,1900,8744,2.0,0,0,3,4,0.0,1987,0.0,98074
188,2264500350,615000.0,4,1.0,1330,2400,2.0,0,0,2,2,0.0,1901,0.0,98103
189,1115810060,585188.0,3,2.25,2230,10026,1.0,0,0,3,4,800.0,1975,0.0,98052
190,9477200200,305000.0,3,1.75,1650,9480,1.0,0,0,3,3,430.0,1977,0.0,98034
191,1432600560,166950.0,3,1.0,1190,8820,1.0,0,0,3,2,0.0,1959,0.0,98058
192,2287000060,799000.0,3,2.5,2140,9897,1.0,0,0,2,4,0.0,1959,0.0,98040
193,3663500060,400000.0,3,2.5,2180,7508,1.0,0,0,2,3,760.0,1962,0.0,98133
194,3996900125,230000.0,3,1.0,1060,10228,1.0,0,0,3,3,0.0,1948,0.0,98155
195,7796450200,256883.0,3,2.5,1690,5025,2.0,0,0,3,4,0.0,2003,0.0,98023
196,7549802535,423000.0,4,2.0,1970,6480,2.0,0,0,4,3,840.0,1920,0.0,98108
197,3278600320,465000.0,3,2.5,2150,4084,2.0,0,0,3,4,0.0,2007,0.0,98126
198,2824079053,440000.0,3,2.5,1910,66211,2.0,0,0,3,3,0.0,1997,0.0,98024
199,1222069094,385000.0,3,1.75,1350,155073,1.0,0,0,2,3,0.0,1969,0.0,98038
200,3542300060,210000.0,3,1.0,860,11725,1.0,0,0,2,2,0.0,1943,0.0,98056
201,2222059065,297000.0,3,2.5,1940,14952,2.0,0,0,3,4,0.0,1994,0.0,98042
202,7551300060,470000.0,3,1.0,1010,5000,1.0,0,0,3,3,0.0,1952,0.0,98107
203,100600550,226500.0,3,1.5,1300,7370,1.0,0,0,2,3,400.0,1976,0.0,98023
204,3211100860,274250.0,3,1.0,910,8450,1.0,0,0,2,2,0.0,1962,0.0,98059
205,3456000310,840000.0,4,1.75,2480,11010,1.0,0,0,2,5,850.0,1966,0.0,98040
206,9526600140,677900.0,3,2.5,2440,4587,2.0,0,0,3,4,0.0,2010,0.0,98052
207,7465900060,425000.0,3,1.0,1010,5864,1.0,0,0,3,3,0.0,1915,0.0,98116
208,1222000055,180250.0,2,0.75,900,9600,1.0,0,0,3,2,0.0,1941,0.0,98166
209,6300000550,464000.0,6,3.0,2300,3404,2.0,0,0,3,3,700.0,1920,1994.0,98133
210,2310030510,320000.0,4,2.25,1550,7579,2.0,0,0,3,4,0.0,1993,0.0,98038
211,1025049114,625504.0,3,2.25,1270,1566,2.0,0,0,3,4,210.0,2014,0.0,98105
212,8677300550,592500.0,4,2.5,2240,12032,1.0,0,0,3,5,0.0,1983,0.0,98074
213,4014400292,465000.0,3,2.5,2714,17936,2.0,0,0,3,5,0.0,2005,0.0,98001
214,1102000196,477000.0,4,2.75,1720,6270,2.0,0,0,3,4,0.0,1978,0.0,98118
215,257000138,280000.0,2,1.0,850,16400,1.0,0,0,3,2,0.0,1923,0.0,98168
216,46100204,1510000.0,5,3.0,3300,33474,1.0,0,3,3,5,1430.0,1957,1991.0,98040
217,1909600046,445838.0,3,2.5,2250,5692,2.0,0,0,3,4,0.0,2000,0.0,98146
218,1250202145,1070000.0,2,2.25,3900,14864,1.0,0,3,3,4,1950.0,1947,0.0,98144
219,7611200125,467000.0,2,1.5,1320,10800,1.0,0,0,2,4,0.0,1947,0.0,98177
220,5611500140,686000.0,4,2.5,2760,6440,2.0,0,0,3,6,0.0,1999,0.0,98075
221,7138000260,279950.0,3,2.0,1750,9750,1.0,0,0,3,3,400.0,1961,0.0,98198
222,626059335,527000.0,4,2.25,2330,19436,2.0,0,0,3,4,0.0,1987,0.0,98011
223,1922059282,325000.0,3,2.25,2220,16020,1.0,0,0,2,4,440.0,1966,0.0,98030
224,705700390,328000.0,3,2.25,2020,8379,2.0,0,0,3,3,0.0,1994,0.0,98038
225,7454001200,390000.0,3,2.25,1250,7500,1.0,0,0,4,3,0.0,1942,0.0,98146
226,8682281200,479950.0,2,2.0,1510,6516,1.0,0,0,3,4,0.0,2005,0.0,98053
227,7972000200,264950.0,4,2.25,1720,9753,1.0,0,0,2,3,600.0,1978,0.0,98023
228,722059070,235000.0,3,1.0,1430,15246,1.0,0,0,2,3,450.0,1961,0.0,98031
229,7202340400,516500.0,3,2.5,1480,4729,2.0,0,0,3,3,0.0,2004,0.0,98053
230,8096000060,655000.0,2,1.75,1450,15798,2.0,1,4,3,3,220.0,1915,1978.0,98166
231,2424000060,500000.0,4,2.75,2280,15347,1.0,0,0,4,3,0.0,1960,0.0,98059
232,9264902050,315000.0,6,2.75,2940,7350,1.0,0,0,3,4,1160.0,1978,0.0,98023
233,943100260,213000.0,2,1.0,1000,10200,1.0,0,0,3,2,0.0,1961,0.0,98024
234,3677400445,475000.0,3,1.5,2480,5280,2.0,0,0,4,3,860.0,1947,0.0,98108
235,1762600320,1030000.0,5,4.0,3760,28040,2.0,0,0,3,6,0.0,1983,0.0,98033
236,4058000060,416000.0,3,2.0,2220,94300,1.0,0,0,4,3,580.0,1976,0.0,98010
237,7228500560,410000.0,4,1.0,1970,4740,2.0,0,0,3,3,300.0,1904,2005.0,98122
238,326069104,800000.0,3,3.5,3830,221284,2.0,0,0,3,6,300.0,1993,0.0,98077
239,5152100060,472000.0,6,2.5,4410,14034,1.0,0,1,2,5,2060.0,1965,0.0,98003
240,3584000310,225000.0,3,1.75,1430,8505,1.0,0,0,2,3,0.0,1968,0.0,98003
241,8150100045,210000.0,2,1.0,830,6000,1.0,0,0,3,2,0.0,1940,0.0,98126
242,1868901275,455000.0,2,1.0,1430,5000,2.0,0,0,1,3,0.0,1925,0.0,98115
243,6131600075,225000.0,3,1.0,1300,8316,1.0,0,0,2,2,0.0,1954,0.0,98002
244,9468200125,480000.0,2,1.0,1030,3060,1.0,0,1,2,3,240.0,1918,0.0,98103
245,8029510030,363000.0,3,2.5,2740,11872,2.0,0,0,3,5,0.0,1990,0.0,98023
246,2025069065,2400000.0,4,2.5,3650,8354,1.0,1,4,3,5,1820.0,2000,0.0,98074
247,7899800890,181000.0,2,1.5,720,5120,1.0,0,0,3,2,0.0,1954,0.0,98106
248,3021059276,250000.0,4,2.0,2010,7312,1.0,0,0,2,3,0.0,1976,0.0,98002
249,3797001895,481000.0,3,1.75,1560,3000,1.0,0,0,2,2,790.0,1918,0.0,98103
250,3832710960,260000.0,3,2.0,1810,7209,1.0,0,0,2,3,570.0,1978,0.0,98032
251,1310430400,455000.0,4,2.5,3360,7685,2.0,0,0,3,5,0.0,2001,0.0,98058
252,1422300030,415000.0,3,2.25,1510,36224,2.0,0,0,3,4,0.0,1991,0.0,98045
253,1105000588,349500.0,3,1.0,1400,3538,1.0,0,0,3,3,600.0,1953,0.0,98118
254,3830630060,245000.0,3,2.5,1730,7442,2.0,0,0,3,3,0.0,1987,0.0,98030
255,5101404898,592500.0,2,2.0,1420,9191,2.0,0,1,4,3,0.0,1928,0.0,98115
256,7972601890,385000.0,4,1.75,2360,7620,1.0,0,0,2,3,1180.0,1955,0.0,98106
257,5127001620,315000.0,3,1.75,1580,11455,1.0,0,0,2,3,380.0,1974,0.0,98059
258,9407100800,255000.0,3,1.0,1230,10170,1.0,0,0,3,3,0.0,1979,0.0,98045
259,1873100060,693000.0,4,2.5,2460,4425,2.0,0,0,3,4,0.0,2006,0.0,98052
260,8722101360,780000.0,3,1.0,1660,4400,2.0,0,0,3,4,200.0,1911,0.0,98112
261,8644000060,237000.0,3,1.75,1270,8470,1.0,0,0,2,3,0.0,1960,0.0,98198
262,3325069129,525000.0,3,2.25,2100,40510,2.0,0,0,3,6,780.0,1979,0.0,98074
263,1400300055,425000.0,2,1.0,770,5040,1.0,0,0,3,1,0.0,1930,0.0,98144
264,2123039032,369900.0,1,0.75,760,10079,1.0,1,4,4,1,0.0,1936,0.0,98070
265,8078560140,290000.0,4,2.5,1700,7280,2.0,0,0,2,3,0.0,1988,0.0,98031
266,3438500192,285000.0,3,1.0,1120,10701,1.0,0,0,3,3,0.0,1954,0.0,98106
267,7974200510,415000.0,2,1.0,1070,4500,1.0,0,0,3,3,0.0,1937,0.0,98115
268,2557000400,272500.0,3,2.5,2070,9900,1.0,0,0,3,4,650.0,1979,0.0,98023
269,7960900060,2900000.0,4,3.25,5050,20100,2.0,0,1,3,7,300.0,1982,0.0,98004
270,4054500390,1370000.0,4,4.75,5310,57346,2.0,0,0,2,7,0.0,1989,0.0,98077
271,6378500125,436000.0,2,1.0,1040,7538,1.0,0,0,2,3,0.0,1939,0.0,98133
272,1745100140,210000.0,3,1.0,1700,11390,1.0,0,0,2,3,0.0,1967,0.0,98003
273,2976800796,236000.0,3,1.0,1300,5898,1.0,0,0,3,3,0.0,1961,0.0,98178
274,4235400186,331000.0,3,1.75,1080,1306,1.0,0,0,3,3,500.0,1954,2003.0,98199
275,4215100060,365000.0,3,2.5,2653,4510,2.0,0,0,3,4,0.0,2006,0.0,98031
